Tournament_Members,Player1,Player2,Player3,Avg_Norm_Score,Avg_Norm_Cooperation_Rate,Avg_Good_Partner_Rate,Avg_Eigenmoses_Rate,Avg_Eigenjesus_Rate,Avg_Norm_CC_Distribution
"Anti Tit For Tat,Anti Tit For Tat,Bitter Cooperator Def",Anti Tit For Tat,Anti Tit For Tat,Bitter Cooperator Def,2.201388888888889,0.5943121693121693,0.6666666666666666,0.25658898411878744,0.5643344614829622,0.40277777777777773
"Anti Tit For Tat,Anti Tit For Tat,Bully",Anti Tit For Tat,Anti Tit For Tat,Bully,2.3333333333333335,0.521164021164021,0.6666666666666666,0.18428590179405183,0.47038380686298725,0.16666666666666666
"Anti Tit For Tat,Anti Tit For Tat,Cooperator",Anti Tit For Tat,Anti Tit For Tat,Cooperator,2.3680555555555554,0.5998677248677249,0.6666666666666666,0.5668780255111509,0.47348927009723746,0.23611111111111113
"Anti Tit For Tat,Anti Tit For Tat,Cooperator Def",Anti Tit For Tat,Anti Tit For Tat,Cooperator Def,2.368055555555556,0.5943121693121693,0.6666666666666666,0.3361672300691347,0.5180300896102993,0.23611111111111113
"Anti Tit For Tat,Anti Tit For Tat,Coop When Both Defect",Anti Tit For Tat,Anti Tit For Tat,Coop When Both Defect,2.3333333333333335,0.521164021164021,0.6666666666666666,0.18428590179405183,0.47038380686298725,0.16666666666666666
"Anti Tit For Tat,Anti Tit For Tat,Coop When Both Defect 1",Anti Tit For Tat,Anti Tit For Tat,Coop When Both Defect 1,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Anti Tit For Tat,Anti Tit For Tat,Curious Defector",Anti Tit For Tat,Anti Tit For Tat,Curious Defector,2.263888888888889,0.47116402116402106,0.6666666666666666,0.010556283943510936,0.507879057754532,0.23611111111111113
"Anti Tit For Tat,Anti Tit For Tat,Cycler DC",Anti Tit For Tat,Anti Tit For Tat,Cycler DC,2.1041666666666665,0.5443121693121693,0.6666666666666666,0.33338432858987915,0.5756922660046078,0.5
"Anti Tit For Tat,Anti Tit For Tat,Defector",Anti Tit For Tat,Anti Tit For Tat,Defector,2.3333333333333335,0.4656084656084655,0.6666666666666666,0.37920361877929754,0.470219243574219,0.16666666666666666
"Anti Tit For Tat,Anti Tit For Tat,Fourteen Coop",Anti Tit For Tat,Anti Tit For Tat,Fourteen Coop,2.3680555555555554,0.5998677248677249,0.6666666666666666,0.5668780255111509,0.47348927009723746,0.23611111111111113
"Anti Tit For Tat,Anti Tit For Tat,Fourteen Defect",Anti Tit For Tat,Anti Tit For Tat,Fourteen Defect,2.368055555555556,0.4887566137566137,0.6666666666666666,0.5623480188892382,0.5710986503531882,0.23611111111111113
"Anti Tit For Tat,Anti Tit For Tat,Seven Coop",Anti Tit For Tat,Anti Tit For Tat,Seven Coop,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Anti Tit For Tat,Anti Tit For Tat,Seven Defect",Anti Tit For Tat,Anti Tit For Tat,Seven Defect,2.1041666666666665,0.5443121693121693,0.6666666666666666,0.33338432858987915,0.5756922660046078,0.5
"Anti Tit For Tat,Anti Tit For Tat,Stubborn Coop",Anti Tit For Tat,Anti Tit For Tat,Stubborn Coop,2.263888888888889,0.5767195767195766,0.6666666666666666,-0.41315093804351055,0.5684957153337141,0.23611111111111113
"Anti Tit For Tat,Anti Tit For Tat,Stubborn Def",Anti Tit For Tat,Anti Tit For Tat,Stubborn Def,2.3333333333333335,0.4656084656084655,0.6666666666666666,0.37920361877929754,0.470219243574219,0.16666666666666666
"Anti Tit For Tat,Anti Tit For Tat,Suspicious Tit For Tat",Anti Tit For Tat,Anti Tit For Tat,Suspicious Tit For Tat,2.1666666666666665,0.4656084656084655,1.0,0.3333333333333333,0.569284724915818,0.3333333333333333
"Anti Tit For Tat,Anti Tit For Tat,Sucker Coop",Anti Tit For Tat,Anti Tit For Tat,Sucker Coop,2.263888888888889,0.47116402116402106,0.6666666666666666,0.010556283943510936,0.507879057754532,0.23611111111111113
"Anti Tit For Tat,Anti Tit For Tat,Sucker Defect",Anti Tit For Tat,Anti Tit For Tat,Sucker Defect,2.3333333333333335,0.4656084656084655,0.6666666666666666,0.37920361877929754,0.470219243574219,0.16666666666666666
"Anti Tit For Tat,Anti Tit For Tat,Thirteen Coop",Anti Tit For Tat,Anti Tit For Tat,Thirteen Coop,2.3680555555555554,0.5998677248677249,0.6666666666666666,0.5668780255111509,0.47348927009723746,0.23611111111111113
"Anti Tit For Tat,Anti Tit For Tat,Thirteen Defect",Anti Tit For Tat,Anti Tit For Tat,Thirteen Defect,2.3333333333333335,0.5711640211640211,0.6666666666666666,-0.5398646622923146,0.4719472515823822,0.16666666666666666
"Anti Tit For Tat,Anti Tit For Tat,Tit For Tat",Anti Tit For Tat,Anti Tit For Tat,Tit For Tat,2.1666666666666665,0.5767195767195766,1.0,0.33348571444689507,0.5718125694900457,0.3333333333333333
"Anti Tit For Tat,Anti Tit For Tat,Two Coop",Anti Tit For Tat,Anti Tit For Tat,Two Coop,2.097222222222222,0.47116402116402106,0.6666666666666666,0.08943096057909757,0.5564314460712819,0.40277777777777773
"Anti Tit For Tat,Anti Tit For Tat,Two Defect",Anti Tit For Tat,Anti Tit For Tat,Two Defect,2.159722222222222,0.4794973544973544,0.6666666666666666,0.03227709894232844,0.5535399926004898,0.40277777777777773
"Anti Tit For Tat,Anti Tit For Tat,Win-Shift Lose-Stay",Anti Tit For Tat,Anti Tit For Tat,Win-Shift Lose-Stay,2.159722222222222,0.4794973544973544,0.6666666666666666,0.03227709894232844,0.5535399926004898,0.40277777777777773
"Anti Tit For Tat,Anti Tit For Tat,Win-Shift Lose-Stay Coop",Anti Tit For Tat,Anti Tit For Tat,Win-Shift Lose-Stay Coop,2.097222222222222,0.47116402116402106,0.6666666666666666,0.08943096057909757,0.5564314460712819,0.40277777777777773
"Anti Tit For Tat,Anti Tit For Tat,Win-Stay Lose-Shift",Anti Tit For Tat,Anti Tit For Tat,Win-Stay Lose-Shift,2.159722222222222,0.5906084656084656,0.6666666666666666,-0.1269913045969618,0.5498889989176599,0.40277777777777773
"Anti Tit For Tat,Anti Tit For Tat,Win-Stay Lose-Shift Defect",Anti Tit For Tat,Anti Tit For Tat,Win-Stay Lose-Shift Defect,2.3333333333333335,0.5711640211640211,0.6666666666666666,-0.5398646622923146,0.4719472515823822,0.16666666666666666
"Anti Tit For Tat,Bitter Cooperator,Bitter Cooperator",Anti Tit For Tat,Bitter Cooperator,Bitter Cooperator,2.5625,0.7824074074074073,0.6666666666666666,0.43173184525334757,0.5565347559851023,0.625
"Anti Tit For Tat,Bitter Cooperator,Bitter Cooperator Def",Anti Tit For Tat,Bitter Cooperator,Bitter Cooperator Def,2.3958333333333335,0.6657407407407407,0.6666666666666666,0.3362780092764901,0.5722717581403246,0.2916666666666667
"Anti Tit For Tat,Bitter Cooperator,Bully",Anti Tit For Tat,Bitter Cooperator,Bully,2.347222222222222,0.6018518518518517,0.5,-0.1919218697781764,0.5263221061669185,0.27777777777777773
"Anti Tit For Tat,Bitter Cooperator,Cooperator",Anti Tit For Tat,Bitter Cooperator,Cooperator,2.6458333333333335,0.7824074074074073,0.6666666666666666,0.31887680397958224,0.5406219476010675,0.5416666666666666
"Anti Tit For Tat,Bitter Cooperator,Cooperator Def",Anti Tit For Tat,Bitter Cooperator,Cooperator Def,2.6180555555555554,0.7583333333333333,0.6666666666666666,0.3668015428657007,0.5521708492450531,0.48611111111111116
"Anti Tit For Tat,Bitter Cooperator,Coop When Both Defect",Anti Tit For Tat,Bitter Cooperator,Coop When Both Defect,2.347222222222222,0.6018518518518517,0.5,-0.1919218697781764,0.5263221061669185,0.27777777777777773
"Anti Tit For Tat,Bitter Cooperator,Coop When Both Defect 1",Anti Tit For Tat,Bitter Cooperator,Coop When Both Defect 1,2.1805555555555554,0.6018518518518517,0.6666666666666666,0.19273977747257223,0.5540529850177934,0.4444444444444444
"Anti Tit For Tat,Bitter Cooperator,Curious Defector",Anti Tit For Tat,Bitter Cooperator,Curious Defector,2.222222222222222,0.5148148148148147,0.5,0.04827540338216139,0.49064593926766004,0.23611111111111113
"Anti Tit For Tat,Bitter Cooperator,Cycler DC",Anti Tit For Tat,Bitter Cooperator,Cycler DC,2.3541666666666665,0.6157407407407407,0.6666666666666666,0.3334710134061864,0.5668201532243254,0.3333333333333333
"Anti Tit For Tat,Bitter Cooperator,Defector",Anti Tit For Tat,Bitter Cooperator,Defector,2.2083333333333335,0.4907407407407407,0.5,0.04214749776826793,0.45926136021662733,0.16666666666666666
"Anti Tit For Tat,Bitter Cooperator,Fourteen Coop",Anti Tit For Tat,Bitter Cooperator,Fourteen Coop,2.6458333333333335,0.7824074074074073,0.6666666666666666,0.31887680397958224,0.5406219476010675,0.5416666666666666
"Anti Tit For Tat,Bitter Cooperator,Fourteen Defect",Anti Tit For Tat,Bitter Cooperator,Fourteen Defect,2.6180555555555554,0.6527777777777778,0.6666666666666666,0.3527356725440583,0.555492251991042,0.48611111111111116
"Anti Tit For Tat,Bitter Cooperator,Seven Coop",Anti Tit For Tat,Bitter Cooperator,Seven Coop,2.347222222222222,0.6388888888888888,0.8333333333333334,0.41565770088978815,0.5662665496223499,0.4444444444444444
"Anti Tit For Tat,Bitter Cooperator,Seven Defect",Anti Tit For Tat,Bitter Cooperator,Seven Defect,2.409722222222222,0.6527777777777778,0.6666666666666666,0.4405844807643564,0.5681498696042556,0.4444444444444444
"Anti Tit For Tat,Bitter Cooperator,Stubborn Coop",Anti Tit For Tat,Bitter Cooperator,Stubborn Coop,2.5833333333333335,0.7685185185185185,0.6666666666666666,0.5258070569599947,0.5702578323242395,0.5416666666666666
"Anti Tit For Tat,Bitter Cooperator,Stubborn Def",Anti Tit For Tat,Bitter Cooperator,Stubborn Def,2.2083333333333335,0.4907407407407407,0.5,0.04214749776826793,0.45926136021662733,0.16666666666666666
"Anti Tit For Tat,Bitter Cooperator,Suspicious Tit For Tat",Anti Tit For Tat,Bitter Cooperator,Suspicious Tit For Tat,2.375,0.5462962962962963,0.8333333333333334,0.45479402682709774,0.5534707262590466,0.25
"Anti Tit For Tat,Bitter Cooperator,Sucker Coop",Anti Tit For Tat,Bitter Cooperator,Sucker Coop,2.222222222222222,0.5148148148148147,0.5,0.04827540338216139,0.49064593926766004,0.23611111111111113
"Anti Tit For Tat,Bitter Cooperator,Sucker Defect",Anti Tit For Tat,Bitter Cooperator,Sucker Defect,2.2083333333333335,0.4907407407407407,0.5,0.04214749776826793,0.45926136021662733,0.16666666666666666
"Anti Tit For Tat,Bitter Cooperator,Thirteen Coop",Anti Tit For Tat,Bitter Cooperator,Thirteen Coop,2.6458333333333335,0.7824074074074073,0.6666666666666666,0.31887680397958224,0.5406219476010675,0.5416666666666666
"Anti Tit For Tat,Bitter Cooperator,Thirteen Defect",Anti Tit For Tat,Bitter Cooperator,Thirteen Defect,2.5555555555555554,0.7351851851851852,0.5,0.5242264108055797,0.5692231365811217,0.4444444444444445
"Anti Tit For Tat,Bitter Cooperator,Tit For Tat",Anti Tit For Tat,Bitter Cooperator,Tit For Tat,2.5416666666666665,0.7685185185185185,0.8333333333333334,0.4714308759313113,0.5630240325879474,0.5833333333333334
"Anti Tit For Tat,Bitter Cooperator,Two Coop",Anti Tit For Tat,Bitter Cooperator,Two Coop,2.347222222222222,0.5611111111111111,0.5,0.33323120019221397,0.5496998157183243,0.3194444444444445
"Anti Tit For Tat,Bitter Cooperator,Two Defect",Anti Tit For Tat,Bitter Cooperator,Two Defect,2.3958333333333335,0.5601851851851851,0.6666666666666666,0.33341140435617844,0.5506062504145414,0.2916666666666667
"Anti Tit For Tat,Bitter Cooperator,Win-Shift Lose-Stay",Anti Tit For Tat,Bitter Cooperator,Win-Shift Lose-Stay,2.451388888888889,0.5972222222222222,0.6666666666666666,0.4084045045010676,0.5565480732494182,0.40277777777777773
"Anti Tit For Tat,Bitter Cooperator,Win-Shift Lose-Stay Coop",Anti Tit For Tat,Bitter Cooperator,Win-Shift Lose-Stay Coop,2.388888888888889,0.5888888888888889,0.6666666666666666,0.39949421672505453,0.5566440984106606,0.40277777777777773
"Anti Tit For Tat,Bitter Cooperator,Win-Stay Lose-Shift",Anti Tit For Tat,Bitter Cooperator,Win-Stay Lose-Shift,2.5625,0.7824074074074073,0.6666666666666666,0.43173184525334757,0.5565347559851023,0.625
"Anti Tit For Tat,Bitter Cooperator,Win-Stay Lose-Shift Defect",Anti Tit For Tat,Bitter Cooperator,Win-Stay Lose-Shift Defect,2.5555555555555554,0.7351851851851852,0.5,0.5242264108055797,0.5692231365811217,0.4444444444444445
"Anti Tit For Tat,Bitter Cooperator Def,Bitter Cooperator Def",Anti Tit For Tat,Bitter Cooperator Def,Bitter Cooperator Def,2.4652777777777772,0.7252645502645503,0.8333333333333334,0.471460644532353,0.5668668517639875,0.5138888888888888
"Anti Tit For Tat,Bitter Cooperator Def,Bully",Anti Tit For Tat,Bitter Cooperator Def,Bully,2.3055555555555554,0.5687830687830687,0.6666666666666666,0.0673414773295354,0.533064535761857,0.19444444444444442
"Anti Tit For Tat,Bitter Cooperator Def,Cooperator",Anti Tit For Tat,Bitter Cooperator Def,Cooperator,2.5902777777777777,0.7400793650793651,0.6666666666666666,0.3207008146510058,0.5409496262879352,0.4305555555555555
"Anti Tit For Tat,Bitter Cooperator Def,Cooperator Def",Anti Tit For Tat,Bitter Cooperator Def,Cooperator Def,2.5486111111111107,0.7252645502645503,0.8333333333333334,0.37355085505155183,0.5533692981328026,0.4305555555555555
"Anti Tit For Tat,Bitter Cooperator Def,Coop When Both Defect",Anti Tit For Tat,Bitter Cooperator Def,Coop When Both Defect,2.3055555555555554,0.5687830687830687,0.6666666666666666,0.0673414773295354,0.533064535761857,0.19444444444444442
"Anti Tit For Tat,Bitter Cooperator Def,Coop When Both Defect 1",Anti Tit For Tat,Bitter Cooperator Def,Coop When Both Defect 1,2.125,0.5595238095238094,0.8333333333333334,0.1867659026079301,0.5658121890761448,0.3333333333333333
"Anti Tit For Tat,Bitter Cooperator Def,Curious Defector",Anti Tit For Tat,Bitter Cooperator Def,Curious Defector,2.1666666666666665,0.4724867724867725,0.6666666666666666,0.09230834638564904,0.5009738575320694,0.125
"Anti Tit For Tat,Bitter Cooperator Def,Cycler DC",Anti Tit For Tat,Bitter Cooperator Def,Cycler DC,2.284722222222222,0.5826719576719577,0.8333333333333334,0.3334062739130681,0.5732552290111467,0.27777777777777773
"Anti Tit For Tat,Bitter Cooperator Def,Defector",Anti Tit For Tat,Bitter Cooperator Def,Defector,2.1666666666666665,0.4576719576719576,0.6666666666666666,0.07199859216492309,0.4668542460235922,0.08333333333333333
"Anti Tit For Tat,Bitter Cooperator Def,Fourteen Coop",Anti Tit For Tat,Bitter Cooperator Def,Fourteen Coop,2.5902777777777777,0.7400793650793651,0.6666666666666666,0.3207008146510058,0.5409496262879352,0.4305555555555555
"Anti Tit For Tat,Bitter Cooperator Def,Fourteen Defect",Anti Tit For Tat,Bitter Cooperator Def,Fourteen Defect,2.5208333333333335,0.6011904761904762,0.8333333333333334,0.3453563890859777,0.5629337617446019,0.375
"Anti Tit For Tat,Bitter Cooperator Def,Seven Coop",Anti Tit For Tat,Bitter Cooperator Def,Seven Coop,2.3055555555555554,0.6058201058201058,1.0,0.4208492438100677,0.5723566799783266,0.3611111111111111
"Anti Tit For Tat,Bitter Cooperator Def,Seven Defect",Anti Tit For Tat,Bitter Cooperator Def,Seven Defect,2.326388888888889,0.6104497354497354,0.6666666666666666,0.40705467345908364,0.5724216573470836,0.3611111111111111
"Anti Tit For Tat,Bitter Cooperator Def,Stubborn Coop",Anti Tit For Tat,Bitter Cooperator Def,Stubborn Coop,2.1666666666666665,0.578042328042328,0.6666666666666666,-0.35136275609264134,0.555592449311153,0.125
"Anti Tit For Tat,Bitter Cooperator Def,Stubborn Def",Anti Tit For Tat,Bitter Cooperator Def,Stubborn Def,2.1666666666666665,0.4576719576719576,0.6666666666666666,0.07199859216492309,0.4668542460235922,0.08333333333333333
"Anti Tit For Tat,Bitter Cooperator Def,Suspicious Tit For Tat",Anti Tit For Tat,Bitter Cooperator Def,Suspicious Tit For Tat,2.2916666666666665,0.503968253968254,0.8333333333333334,0.3333333333333333,0.5584769869078028,0.16666666666666666
"Anti Tit For Tat,Bitter Cooperator Def,Sucker Coop",Anti Tit For Tat,Bitter Cooperator Def,Sucker Coop,2.1805555555555554,0.4817460317460317,0.6666666666666666,0.1385921236912094,0.5129976655770485,0.15277777777777776
"Anti Tit For Tat,Bitter Cooperator Def,Sucker Defect",Anti Tit For Tat,Bitter Cooperator Def,Sucker Defect,2.1666666666666665,0.4576719576719576,0.6666666666666666,0.07199859216492309,0.4668542460235922,0.08333333333333333
"Anti Tit For Tat,Bitter Cooperator Def,Thirteen Coop",Anti Tit For Tat,Bitter Cooperator Def,Thirteen Coop,2.5902777777777777,0.7400793650793651,0.6666666666666666,0.3207008146510058,0.5409496262879352,0.4305555555555555
"Anti Tit For Tat,Bitter Cooperator Def,Thirteen Defect",Anti Tit For Tat,Bitter Cooperator Def,Thirteen Defect,2.5277777777777777,0.7113756613756614,0.8333333333333334,0.5545891860661097,0.5745871171999194,0.38888888888888884
"Anti Tit For Tat,Bitter Cooperator Def,Tit For Tat",Anti Tit For Tat,Bitter Cooperator Def,Tit For Tat,2.3333333333333335,0.6243386243386243,1.0,0.3363394207404009,0.5749476867581839,0.16666666666666666
"Anti Tit For Tat,Bitter Cooperator Def,Two Coop",Anti Tit For Tat,Bitter Cooperator Def,Two Coop,2.2916666666666665,0.5187830687830687,0.8333333333333334,0.3334557341191327,0.559276152514381,0.20833333333333334
"Anti Tit For Tat,Bitter Cooperator Def,Two Defect",Anti Tit For Tat,Bitter Cooperator Def,Two Defect,2.3125,0.5178571428571428,0.6666666666666666,0.2830375702195984,0.5534947622723357,0.20833333333333334
"Anti Tit For Tat,Bitter Cooperator Def,Win-Shift Lose-Stay",Anti Tit For Tat,Bitter Cooperator Def,Win-Shift Lose-Stay,2.3541666666666665,0.5456349206349206,0.8333333333333334,0.39040962483107383,0.5608512001216531,0.2916666666666667
"Anti Tit For Tat,Bitter Cooperator Def,Win-Shift Lose-Stay Coop",Anti Tit For Tat,Bitter Cooperator Def,Win-Shift Lose-Stay Coop,2.347222222222222,0.5558201058201058,0.8333333333333334,0.40571195651059205,0.5638813865555442,0.3194444444444444
"Anti Tit For Tat,Bitter Cooperator Def,Win-Stay Lose-Shift",Anti Tit For Tat,Bitter Cooperator Def,Win-Stay Lose-Shift,2.4375,0.7123015873015873,0.8333333333333334,0.4194634730405618,0.5619008562587623,0.4583333333333333
"Anti Tit For Tat,Bitter Cooperator Def,Win-Stay Lose-Shift Defect",Anti Tit For Tat,Bitter Cooperator Def,Win-Stay Lose-Shift Defect,2.5277777777777777,0.7113756613756614,0.8333333333333334,0.5545891860661097,0.5745871171999194,0.38888888888888884
"Anti Tit For Tat,Bully,Bully",Anti Tit For Tat,Bully,Bully,2.3333333333333335,0.5158730158730158,0.6666666666666666,0.5648378275751683,0.4301825440798231,0.16666666666666666
"Anti Tit For Tat,Bully,Cooperator",Anti Tit For Tat,Bully,Cooperator,2.5208333333333335,0.5853174603174602,0.5,0.46447278838488765,0.3983177967080729,0.041666666666666664
"Anti Tit For Tat,Bully,Cooperator Def",Anti Tit For Tat,Bully,Cooperator Def,2.493055555555556,0.5797619047619047,0.5,-0.14265811966687267,0.4656398483782289,0.06944444444444443
"Anti Tit For Tat,Bully,Coop When Both Defect",Anti Tit For Tat,Bully,Coop When Both Defect,2.3333333333333335,0.5158730158730158,0.6666666666666666,0.5648378275751683,0.4301825440798231,0.16666666666666666
"Anti Tit For Tat,Bully,Coop When Both Defect 1",Anti Tit For Tat,Bully,Coop When Both Defect 1,2.1527777777777777,0.5066137566137566,0.6666666666666666,-0.45845453224958366,0.53862045152468,0.3055555555555556
"Anti Tit For Tat,Bully,Curious Defector",Anti Tit For Tat,Bully,Curious Defector,2.4166666666666665,0.4566137566137566,0.5,0.19542802433147724,0.442100300000784,0.041666666666666664
"Anti Tit For Tat,Bully,Cycler DC",Anti Tit For Tat,Bully,Cycler DC,2.2291666666666665,0.5297619047619047,0.6666666666666666,-0.4241758541223417,0.5392065480194624,0.3333333333333333
"Anti Tit For Tat,Bully,Defector",Anti Tit For Tat,Bully,Defector,2.4583333333333335,0.45105820105820105,0.5,0.0532653676300899,0.33392444352074896,0.0
"Anti Tit For Tat,Bully,Fourteen Coop",Anti Tit For Tat,Bully,Fourteen Coop,2.5208333333333335,0.5853174603174602,0.5,0.46447278838488765,0.3983177967080729,0.041666666666666664
"Anti Tit For Tat,Bully,Fourteen Defect",Anti Tit For Tat,Bully,Fourteen Defect,2.4930555555555554,0.47420634920634913,0.5,-0.45313409817246564,0.5209952990653932,0.06944444444444443
"Anti Tit For Tat,Bully,Seven Coop",Anti Tit For Tat,Bully,Seven Coop,2.3333333333333335,0.5158730158730158,0.6666666666666666,0.43935109986544196,0.4699216049277097,0.16666666666666666
"Anti Tit For Tat,Bully,Seven Defect",Anti Tit For Tat,Bully,Seven Defect,2.2291666666666665,0.5297619047619047,0.6666666666666666,-0.4241758541223417,0.5392065480194624,0.3333333333333333
"Anti Tit For Tat,Bully,Stubborn Coop",Anti Tit For Tat,Bully,Stubborn Coop,2.4166666666666665,0.5621693121693121,0.5,-0.06993306244621796,0.5424610913722256,0.041666666666666664
"Anti Tit For Tat,Bully,Stubborn Def",Anti Tit For Tat,Bully,Stubborn Def,2.4583333333333335,0.45105820105820105,0.5,0.0532653676300899,0.33392444352074896,0.0
"Anti Tit For Tat,Bully,Suspicious Tit For Tat",Anti Tit For Tat,Bully,Suspicious Tit For Tat,2.3333333333333335,0.46031746031746024,0.8333333333333334,0.3331219808566891,0.5264092067881528,0.16666666666666666
"Anti Tit For Tat,Bully,Sucker Coop",Anti Tit For Tat,Bully,Sucker Coop,2.4583333333333335,0.46587301587301577,0.5,-0.39330244223372857,0.38347532950586766,0.041666666666666664
"Anti Tit For Tat,Bully,Sucker Defect",Anti Tit For Tat,Bully,Sucker Defect,2.4583333333333335,0.45105820105820105,0.5,0.0532653676300899,0.33392444352074896,0.0
"Anti Tit For Tat,Bully,Thirteen Coop",Anti Tit For Tat,Bully,Thirteen Coop,2.5208333333333335,0.5853174603174602,0.5,0.46447278838488765,0.3983177967080729,0.041666666666666664
"Anti Tit For Tat,Bully,Thirteen Defect",Anti Tit For Tat,Bully,Thirteen Defect,2.472222222222222,0.5658730158730159,0.5,0.2340669027238527,0.4420558938675841,0.027777777777777776
"Anti Tit For Tat,Bully,Tit For Tat",Anti Tit For Tat,Bully,Tit For Tat,2.3333333333333335,0.5714285714285714,0.8333333333333334,0.3335141104008652,0.5483955000816273,0.16666666666666666
"Anti Tit For Tat,Bully,Two Coop",Anti Tit For Tat,Bully,Two Coop,2.25,0.4566137566137566,0.5,-0.09664567277256286,0.5097218211074585,0.20833333333333334
"Anti Tit For Tat,Bully,Two Defect",Anti Tit For Tat,Bully,Two Defect,2.326388888888889,0.47420634920634913,0.5,0.157221393407708,0.5071101235214794,0.23611111111111108
"Anti Tit For Tat,Bully,Win-Shift Lose-Stay",Anti Tit For Tat,Bully,Win-Shift Lose-Stay,2.326388888888889,0.47420634920634913,0.5,0.157221393407708,0.5071101235214794,0.23611111111111108
"Anti Tit For Tat,Bully,Win-Shift Lose-Stay Coop",Anti Tit For Tat,Bully,Win-Shift Lose-Stay Coop,2.375,0.46587301587301577,0.5,0.4884140508897732,0.43740414569166003,0.125
"Anti Tit For Tat,Bully,Win-Stay Lose-Shift",Anti Tit For Tat,Bully,Win-Stay Lose-Shift,2.326388888888889,0.5853174603174602,0.5,0.017462767414167912,0.524863954452902,0.23611111111111108
"Anti Tit For Tat,Bully,Win-Stay Lose-Shift Defect",Anti Tit For Tat,Bully,Win-Stay Lose-Shift Defect,2.388888888888889,0.5658730158730159,0.5,0.03859115473767103,0.481181761817346,0.1111111111111111
"Anti Tit For Tat,Cooperator,Cooperator",Anti Tit For Tat,Cooperator,Cooperator,2.7291666666666665,0.7824074074074073,0.6666666666666666,-0.2708768267432385,0.5203075928001276,0.4583333333333333
"Anti Tit For Tat,Cooperator,Cooperator Def",Anti Tit For Tat,Cooperator,Cooperator Def,2.7152777777777772,0.7675925925925926,0.5,-0.3055506215755171,0.5328778763514218,0.4305555555555555
"Anti Tit For Tat,Coop When Both Defect,Cooperator",Anti Tit For Tat,Coop When Both Defect,Cooperator,2.5416666666666665,0.6018518518518517,0.5,0.18448742888265704,0.42668840909418754,0.08333333333333333
"Anti Tit For Tat,Coop When Both Defect 1,Cooperator",Anti Tit For Tat,Coop When Both Defect 1,Cooperator,2.388888888888889,0.6111111111111112,0.6666666666666666,-0.1824433924344396,0.4944021664331076,0.27777777777777773
"Anti Tit For Tat,Cooperator,Curious Defector",Anti Tit For Tat,Cooperator,Curious Defector,2.513888888888889,0.5611111111111111,0.5,-0.09272524770547282,0.46032661294210975,0.15277777777777776
"Anti Tit For Tat,Cooperator,Cycler DC",Anti Tit For Tat,Cooperator,Cycler DC,2.5208333333333335,0.6712962962962963,0.5,0.255414513751,0.5383761893835777,0.4166666666666667
"Anti Tit For Tat,Cooperator,Defector",Anti Tit For Tat,Cooperator,Defector,2.5416666666666665,0.5462962962962963,0.5,-0.059748267871845506,0.42662567431020254,0.08333333333333333
"Anti Tit For Tat,Cooperator,Fourteen Coop",Anti Tit For Tat,Cooperator,Fourteen Coop,2.7291666666666665,0.7824074074074073,0.6666666666666666,-0.2708768267432385,0.5203075928001276,0.4583333333333333
"Anti Tit For Tat,Cooperator,Fourteen Defect",Anti Tit For Tat,Cooperator,Fourteen Defect,2.7152777777777772,0.662037037037037,0.5,0.19258005270978218,0.5299849671653515,0.4305555555555555
"Anti Tit For Tat,Cooperator,Seven Coop",Anti Tit For Tat,Cooperator,Seven Coop,2.4583333333333335,0.6574074074074073,0.6666666666666666,0.31266182817276017,0.5339083076706624,0.4166666666666667
"Anti Tit For Tat,Cooperator,Seven Defect",Anti Tit For Tat,Cooperator,Seven Defect,2.5208333333333335,0.6712962962962963,0.5,0.255414513751,0.5383761893835777,0.4166666666666667
"Anti Tit For Tat,Cooperator,Stubborn Coop",Anti Tit For Tat,Cooperator,Stubborn Coop,2.6666666666666665,0.7685185185185185,0.6666666666666666,0.4714308310614617,0.5595581441545544,0.4583333333333333
"Anti Tit For Tat,Cooperator,Stubborn Def",Anti Tit For Tat,Cooperator,Stubborn Def,2.5416666666666665,0.5462962962962963,0.5,-0.059748267871845506,0.42662567431020254,0.08333333333333333
"Anti Tit For Tat,Cooperator,Suspicious Tit For Tat",Anti Tit For Tat,Cooperator,Suspicious Tit For Tat,2.611111111111111,0.6481481481481481,0.6666666666666666,0.15571359535239337,0.5397106144856337,0.47222222222222215
"Anti Tit For Tat,Cooperator,Sucker Coop",Anti Tit For Tat,Cooperator,Sucker Coop,2.513888888888889,0.5611111111111111,0.5,-0.09272524770547282,0.46032661294210975,0.15277777777777776
"Anti Tit For Tat,Cooperator,Sucker Defect",Anti Tit For Tat,Cooperator,Sucker Defect,2.5416666666666665,0.5462962962962963,0.5,-0.059748267871845506,0.42662567431020254,0.08333333333333333
"Anti Tit For Tat,Cooperator,Thirteen Coop",Anti Tit For Tat,Cooperator,Thirteen Coop,2.7291666666666665,0.7824074074074073,0.6666666666666666,-0.2708768267432385,0.5203075928001276,0.4583333333333333
"Anti Tit For Tat,Cooperator,Thirteen Defect",Anti Tit For Tat,Cooperator,Thirteen Defect,2.5416666666666665,0.6518518518518518,0.5,-0.3610676051760431,0.42744198085087465,0.08333333333333333
